rank,team,n_games,net,off,def,p_beat_avg,hfa,league_mean,sigma
193,Bowling Green,49,-1.057568398149395,-1.4160857250058416,-0.3585173268564465,0.40956994193361784,0.17791093922200443,5.087762496180172,4.6252438134698775
194,San Jose St,48,-1.0638175337749145,-0.8306376557926061,0.23317987798230835,0.40904492247733754,0.17791093922200443,5.087762496180172,4.6252438134698775
195,Chattanooga,50,-1.0856277493525757,-0.5362496174512547,0.549378131901321,0.40721382713713256,0.17791093922200443,5.087762496180172,4.6252438134698775
196,George Mason,51,-1.0903832555278425,-1.0808271112257135,0.009556144302128953,0.4068148421838397,0.17791093922200443,5.087762496180172,4.6252438134698775
197,Southern Utah,48,-1.0981234384078857,-0.7582865827159692,0.33983685569191663,0.40616565107288777,0.17791093922200443,5.087762496180172,4.6252438134698775
198,Yale,45,-1.148035392321224,-0.8025574463130494,0.3454779460081747,0.4019856615498108,0.17791093922200443,5.087762496180172,4.6252438134698775
199,Syracuse,44,-1.1636515306684545,-0.802187277439108,0.36146425322934644,0.40068012763420796,0.17791093922200443,5.087762496180172,4.6252438134698775
200,Illinois,54,-1.186522521466208,-0.4678211179777798,0.7187014034884283,0.3987700810166569,0.17791093922200443,5.087762496180172,4.6252438134698775
201,San Diego,47,-1.203562033322714,-0.9342043195253917,0.26935771379732215,0.3973486157872671,0.17791093922200443,5.087762496180172,4.6252438134698775
202,Massachusetts,48,-1.2314355445364975,-1.5784321268523152,-0.34699658231581776,0.3950263043227912,0.17791093922200443,5.087762496180172,4.6252438134698775
203,Binghamton,40,-1.2658072260810251,0.3498663001487697,1.6156735262297948,0.39216772542697076,0.17791093922200443,5.087762496180172,4.6252438134698775
204,Quinnipiac,40,-1.2667636155055328,-0.6120488563740556,0.6547147591314774,0.3920882680585522,0.17791093922200443,5.087762496180172,4.6252438134698775
205,South Dakota,49,-1.276726614352444,-0.6482325549465247,0.6284940594059193,0.3912608047183162,0.17791093922200443,5.087762496180172,4.6252438134698775
206,Buffalo,56,-1.3306293154350115,0.5245716116406333,1.8552009270756447,0.3867926083948805,0.17791093922200443,5.087762496180172,4.6252438134698775
207,Toledo,50,-1.3725512339489874,-0.527455429123316,0.8450958048256715,0.3833278541869284,0.17791093922200443,5.087762496180172,4.6252438134698775
208,Georgetown,42,-1.3834147678902744,-1.0525384140936465,0.33087635379662794,0.38243151490709487,0.17791093922200443,5.087762496180172,4.6252438134698775
209,MA Lowell,49,-1.4525118618108817,-1.4801571079764444,-0.027645246165562656,0.3767453052029648,0.17791093922200443,5.087762496180172,4.6252438134698775
210,Montana,49,-1.460932923152054,-0.04479202450626888,1.416140898645785,0.37605410706177705,0.17791093922200443,5.087762496180172,4.6252438134698775
211,Valparaiso,52,-1.5343983723683619,-1.2331991399951403,0.30119923237322155,0.37004116504618256,0.17791093922200443,5.087762496180172,4.6252438134698775
212,Memphis,56,-1.5371909686790104,-0.3291176969820857,1.2080732716969247,0.3698132137382468,0.17791093922200443,5.087762496180172,4.6252438134698775
213,Indiana St,50,-1.552938753224304,-1.9131725707483194,-0.36023381752401545,0.36852862735518066,0.17791093922200443,5.087762496180172,4.6252438134698775
214,Gardner Webb,53,-1.5574841839698539,-0.4835788355313688,1.073905348438485,0.3681581175033032,0.17791093922200443,5.087762496180172,4.6252438134698775
215,ETSU,49,-1.5680897205648465,-1.3916525944796712,0.17643712608517537,0.3672941099558333,0.17791093922200443,5.087762496180172,4.6252438134698775
216,Col Charleston,54,-1.5850524348001618,-1.0072778374113012,0.5777745973888605,0.36591359581029825,0.17791093922200443,5.087762496180172,4.6252438134698775
217,Villanova,53,-1.6204106830432625,-0.9131910086318542,0.7072196744114084,0.36304155037031316,0.17791093922200443,5.087762496180172,4.6252438134698775
218,Tennessee Tech,49,-1.6215453221508782,-1.045443383117394,0.5761019390334842,0.36294951342789306,0.17791093922200443,5.087762496180172,4.6252438134698775
219,UMBC,18,-1.6437207626538322,-0.825287446553215,0.8184333161006171,0.36115233411060055,0.17791093922200443,5.087762496180172,4.6252438134698775
220,Rider,49,-1.6469505887073002,-0.358588530710428,1.2883620579968722,0.3608908315212655,0.17791093922200443,5.087762496180172,4.6252438134698775
221,LIU Brooklyn,53,-1.6519162450290312,-0.8930927084915189,0.7588235365375123,0.3604889144384448,0.17791093922200443,5.087762496180172,4.6252438134698775
222,Rhode Island,47,-1.6713587493816227,-1.1942529717570112,0.47710577762461154,0.3589167369014763,0.17791093922200443,5.087762496180172,4.6252438134698775
223,SIUE,55,-1.6928300926251914,-1.3809509602068848,0.31187913241830656,0.3571832753182548,0.17791093922200443,5.087762496180172,4.6252438134698775
224,DePaul,50,-1.7482456254916534,-0.9664430522635109,0.7818025732281424,0.3527230494486646,0.17791093922200443,5.087762496180172,4.6252438134698775
225,Oakland,34,-1.7601354236975726,-0.9824867494130063,0.7776486742845663,0.3517686832980359,0.17791093922200443,5.087762496180172,4.6252438134698775
226,Missouri KC,47,-1.785750970938984,-1.3673672467388123,0.4183837242001719,0.3497157613954595,0.17791093922200443,5.087762496180172,4.6252438134698775
227,Siena,44,-1.8061565792315213,-2.120904826519813,-0.3147482472882917,0.34808351795808484,0.17791093922200443,5.087762496180172,4.6252438134698775
228,Portland St,45,-1.8102863539306957,-1.3370957321426156,0.4731906217880802,0.3477535184969798,0.17791093922200443,5.087762496180172,4.6252438134698775
229,Sacred Heart,51,-1.8139001644779582,-1.487798351158974,0.3261018133189841,0.3474648429645551,0.17791093922200443,5.087762496180172,4.6252438134698775
230,Central Conn,43,-1.8214677274774997,-0.6570935072960989,1.1643742201814007,0.3468606236199422,0.17791093922200443,5.087762496180172,4.6252438134698775
231,WI Green Bay,41,-1.8287441413917076,-0.023560866266422235,1.8051832751252854,0.3462800175869659,0.17791093922200443,5.087762496180172,4.6252438134698775
232,Elon,49,-1.8323520679274643,-1.1703013926081718,0.6620506753192924,0.3459922645452951,0.17791093922200443,5.087762496180172,4.6252438134698775
233,Lipscomb,51,-1.8826165618190998,-1.2728896541082524,0.6097269077108474,0.34199269358484496,0.17791093922200443,5.087762496180172,4.6252438134698775
234,Presbyterian,50,-1.8832958796914132,-1.0363035569471915,0.8469923227442218,0.34193875993267625,0.17791093922200443,5.087762496180172,4.6252438134698775
235,Stony Brook,47,-1.8893430688116155,-1.6605415112953243,0.22880155751629114,0.3414587926467813,0.17791093922200443,5.087762496180172,4.6252438134698775
236,Bethune-Cookman,45,-2.016222351792059,-1.2921975326812165,0.7240248191108425,0.33144847959619717,0.17791093922200443,5.087762496180172,4.6252438134698775
237,Drexel,45,-2.04117271978265,-0.5526877725179685,1.4884849472646815,0.3294937951494744,0.17791093922200443,5.087762496180172,4.6252438134698775
238,CS Northridge,46,-2.0414319502629756,-1.2128181682421002,0.8286137820208754,0.3294735105957006,0.17791093922200443,5.087762496180172,4.6252438134698775
239,Queens NC,48,-2.072160778418032,-0.9514773033188619,1.12068347509917,0.32707257650259614,0.17791093922200443,5.087762496180172,4.6252438134698775
240,Cornell,43,-2.185036243414922,0.8799011641422865,3.064937407557209,0.31831516971168283,0.17791093922200443,5.087762496180172,4.6252438134698775
241,Mt St Mary's,48,-2.187147546453547,-1.8846899006762794,0.3024576457772673,0.3181523087279091,0.17791093922200443,5.087762496180172,4.6252438134698775
242,Drake,51,-2.1887360086394048,-1.0706698645158752,1.1180661441235296,0.31802980163582484,0.17791093922200443,5.087762496180172,4.6252438134698775
243,Longwood,53,-2.2049762299552293,-1.1403033255109474,1.0646729044442822,0.3167784499977969,0.17791093922200443,5.087762496180172,4.6252438134698775
244,Penn,44,-2.2650189146075173,-0.550624368008218,1.7143945465992994,0.31217026870350695,0.17791093922200443,5.087762496180172,4.6252438134698775
245,Seton Hall,50,-2.27247500915538,-1.1521212604194018,1.1203537487359783,0.3116000515091276,0.17791093922200443,5.087762496180172,4.6252438134698775
246,Southern Indiana,44,-2.3432174736551135,-1.9758866561291621,0.36733081752595115,0.30621252265995935,0.17791093922200443,5.087762496180172,4.6252438134698775
247,Kent,50,-2.383366168637994,-0.28917061459789783,2.094195554040096,0.3031733587421878,0.17791093922200443,5.087762496180172,4.6252438134698775
248,Bradley,53,-2.3884539311763087,-0.38922028826773636,1.9992336429085724,0.3027891916415005,0.17791093922200443,5.087762496180172,4.6252438134698775
249,Towson,51,-2.4301268334946977,-1.4670701408709677,0.9630566926237301,0.29965079355835605,0.17791093922200443,5.087762496180172,4.6252438134698775
250,Dartmouth,33,-2.4992761470982146,-0.08950415302900276,2.409771994069212,0.2944759292593856,0.17791093922200443,5.087762496180172,4.6252438134698775
251,Cal Poly,46,-2.508441604317646,-1.966898167852757,0.5415434364648889,0.2937931296805455,0.17791093922200443,5.087762496180172,4.6252438134698775
252,N Kentucky,46,-2.5256468434441093,-1.4460308660928154,1.079615977351294,0.29251337209153305,0.17791093922200443,5.087762496180172,4.6252438134698775
253,Utah Tech,50,-2.6004744990595445,-0.4804955574368548,2.1199789416226897,0.2869779189225943,0.17791093922200443,5.087762496180172,4.6252438134698775
254,Monmouth NJ,51,-2.6222322433874905,-1.5301879105433638,1.0920443328441267,0.2853777292544994,0.17791093922200443,5.087762496180172,4.6252438134698775
255,Utah St,54,-2.7197651273686705,-0.29967953235579664,2.420085595012874,0.27825731119239155,0.17791093922200443,5.087762496180172,4.6252438134698775
256,Canisius,42,-2.73095688471342,-1.537307678137614,1.1936492065758058,0.27744582658607764,0.17791093922200443,5.087762496180172,4.6252438134698775
257,Jackson St,38,-2.7602053447585546,-1.3828785840435815,1.377326760714973,0.2753305764438449,0.17791093922200443,5.087762496180172,4.6252438134698775
258,West Georgia,55,-2.7695069643705534,-1.0931306808593515,1.676376283511202,0.2746595500445841,0.17791093922200443,5.087762496180172,4.6252438134698775
259,Lafayette,50,-2.7846724043446582,-1.4126372557045965,1.3720351486400617,0.27356723530782967,0.17791093922200443,5.087762496180172,4.6252438134698775
260,Mercer,49,-2.8071358701071256,-1.0881966767277595,1.718939193379366,0.27195322950736944,0.17791093922200443,5.087762496180172,4.6252438134698775
261,Alabama St,50,-2.8128587233095628,-0.7454801512559903,2.0673785720535722,0.27154279935953574,0.17791093922200443,5.087762496180172,4.6252438134698775
262,TAM C. Christi,53,-2.8331418165835744,-1.6464673722243672,1.186674444359207,0.27009063036949643,0.17791093922200443,5.087762496180172,4.6252438134698775
263,NC A&T,52,-2.866632425477083,-1.8310434525824908,1.0355889728945922,0.26770140324514835,0.17791093922200443,5.087762496180172,4.6252438134698775
264,Delaware St,34,-2.868799996188759,-1.9126891283837528,0.9561108678050061,0.26754713607235364,0.17791093922200443,5.087762496180172,4.6252438134698775
265,IL Chicago,54,-2.940170878472167,-0.17783531693850602,2.762335561533661,0.26249279691724015,0.17791093922200443,5.087762496180172,4.6252438134698775
266,Wagner,45,-3.0052940468081437,-2.471989234659552,0.5333048121485916,0.25792393565432914,0.17791093922200443,5.087762496180172,4.6252438134698775
267,S Carolina St,35,-3.0661651623784794,-1.621771822438656,1.4443933399398234,0.2536909974669836,0.17791093922200443,5.087762496180172,4.6252438134698775
268,Abilene Chr,48,-3.2147252379008844,-0.6111014027716439,2.6036238351292407,0.2435154031942411,0.17791093922200443,5.087762496180172,4.6252438134698775
269,UTEP,49,-3.261614786824043,-1.4284860871470317,1.833128699677011,0.24035009814637187,0.17791093922200443,5.087762496180172,4.6252438134698775
270,Houston Chr,47,-3.3321431686581917,-2.1890909787144004,1.143052189943791,0.2356315549669024,0.17791093922200443,5.087762496180172,4.6252438134698775
271,Maine,45,-3.4641769421906172,-1.4328572885463249,2.0313196536442923,0.2269371170287579,0.17791093922200443,5.087762496180172,4.6252438134698775
272,Weber St,55,-3.489984134316459,-1.1116507226989818,2.3783334116174775,0.22525910075326444,0.17791093922200443,5.087762496180172,4.6252438134698775
273,Manhattan,52,-3.5327601496572303,-1.4435745442242907,2.08918560543294,0.22249328768581678,0.17791093922200443,5.087762496180172,4.6252438134698775
274,Detroit,43,-3.5745504525084373,-1.7539096202982576,1.82064083221018,0.21981000883882912,0.17791093922200443,5.087762496180172,4.6252438134698775
275,Kennesaw,50,-3.5867577476901973,-1.0258090583760124,2.560948689314185,0.21902972046971664,0.17791093922200443,5.087762496180172,4.6252438134698775
276,UC Riverside,43,-3.6735813045758214,-2.1852639853751845,1.488317319200637,0.2135261228150081,0.17791093922200443,5.087762496180172,4.6252438134698775
277,Charleston So,51,-3.799066874508826,-1.8532082618986692,1.945858612610157,0.20571590408165913,0.17791093922200443,5.087762496180172,4.6252438134698775
278,Norfolk St,39,-3.8542755480579474,-2.367987843637335,1.4862877044206124,0.20233412845072246,0.17791093922200443,5.087762496180172,4.6252438134698775
279,Morehead St,44,-4.051006767493787,-2.1752215588122117,1.8757852086815747,0.19055655775182373,0.17791093922200443,5.087762496180172,4.6252438134698775
280,Merrimack,41,-4.060906853022683,-2.271201717895451,1.7897051351272322,0.18997521591516342,0.17791093922200443,5.087762496180172,4.6252438134698775
281,IUPUI,47,-4.0728608591704765,-1.0223188684708424,3.0505419906996343,0.18927472072337742,0.17791093922200443,5.087762496180172,4.6252438134698775
282,W Illinois,45,-4.112850360227499,-1.566065033045681,2.5467853271818184,0.18694294759435665,0.17791093922200443,5.087762496180172,4.6252438134698775
283,Ark Pine Bluff,42,-4.143634127071611,-1.7426697682888517,2.4009643587827587,0.1851601203481954,0.17791093922200443,5.087762496180172,4.6252438134698775
284,Bellarmine,49,-4.234874378174711,-2.1979983996767882,2.036875978497922,0.17993830086724144,0.17791093922200443,5.087762496180172,4.6252438134698775
285,Furman,52,-4.25958754605379,-1.3592320444114845,2.900355501642306,0.17854000136227077,0.17791093922200443,5.087762496180172,4.6252438134698775
286,CS Bakersfield,50,-4.284788673205462,-1.9834339652435224,2.3013547079619396,0.17712116091450603,0.17791093922200443,5.087762496180172,4.6252438134698775
287,F Dickinson,53,-4.285797283467817,-1.8592939403300544,2.426503343137762,0.17706452411049212,0.17791093922200443,5.087762496180172,4.6252438134698775
288,Morgan St,38,-4.371159746592635,-1.6324101431955904,2.738749603397045,0.17231264196360258,0.17791093922200443,5.087762496180172,4.6252438134698775
289,St Bonaventure,53,-4.436604513111531,-2.2431180101178194,2.193486502993711,0.16872515363542523,0.17791093922200443,5.087762496180172,4.6252438134698775
290,Bucknell,45,-4.5077784351299055,-1.9198910045969524,2.587887430532953,0.16487850846652813,0.17791093922200443,5.087762496180172,4.6252438134698775
291,Alcorn St,41,-4.730179203950101,-2.006251121421661,2.72392808252844,0.1532278029415659,0.17791093922200443,5.087762496180172,4.6252438134698775
292,Le Moyne,49,-4.755259592130585,-2.4994225686682014,2.2558370234623832,0.15194903470363763,0.17791093922200443,5.087762496180172,4.6252438134698775
293,Coppin St,33,-4.9951666375010655,-1.3608372421810173,3.6343293953200484,0.14007574424692665,0.17791093922200443,5.087762496180172,4.6252438134698775
294,Grambling,37,-5.048304339592872,-1.461999455502031,3.586304884090841,0.13753356318432086,0.17791093922200443,5.087762496180172,4.6252438134698775
295,Stonehill,51,-5.086896276731804,-2.356737331312917,2.730158945418887,0.1357071331482509,0.17791093922200443,5.087762496180172,4.6252438134698775
296,Holy Cross,44,-5.157548079273408,-2.6250454028236705,2.5325026764497367,0.13240662503228334,0.17791093922200443,5.087762496180172,4.6252438134698775
297,Hampton,43,-5.189399142126203,-2.3566377257521136,2.8327614163740895,0.13093693864849748,0.17791093922200443,5.087762496180172,4.6252438134698775
298,Niagara,42,-5.2759634381225435,-2.383717382473604,2.8922460556489398,0.1269997414605063,0.17791093922200443,5.087762496180172,4.6252438134698775
299,New Haven,45,-5.362511838204719,-3.3299102446738607,2.0326015935308583,0.12314640513242725,0.17791093922200443,5.087762496180172,4.6252438134698775
300,East Texas A&M,52,-5.5381285030511815,-1.9535425171112437,3.584585985939938,0.11558117230598292,0.17791093922200443,5.087762496180172,4.6252438134698775
301,St Peter's,51,-5.6435821808201165,-2.6839141545220375,2.9596680262980786,0.11120028249355068,0.17791093922200443,5.087762496180172,4.6252438134698775
302,Mercyhurst,43,-5.665048570179266,-2.6902857916719727,2.974762778507294,0.11032325762523504,0.17791093922200443,5.087762496180172,4.6252438134698775
303,Tennessee St,39,-5.755250381091228,-1.619863425215943,4.135386955875285,0.10669221899404019,0.17791093922200443,5.087762496180172,4.6252438134698775
304,MD E Shore,41,-6.064882352194358,-3.4453247424295026,2.6195576097648554,0.09488551092672126,0.17791093922200443,5.087762496180172,4.6252438134698775
305,NC Central,47,-6.294735888665993,-2.3215305966220376,3.9732052920439553,0.08676439287486265,0.17791093922200443,5.087762496180172,4.6252438134698775
306,Alabama A&M,38,-6.758423552543665,-1.826069647644924,4.932353904898741,0.07197976867098835,0.17791093922200443,5.087762496180172,4.6252438134698775
307,St Francis PA,48,-7.152564403000056,-1.8835064613774068,5.269057941622649,0.061001717502214,0.17791093922200443,5.087762496180172,4.6252438134698775
308,MS Valley St,36,-10.371516302481407,-4.048150789396025,6.323365513085382,0.012468676354490706,0.17791093922200443,5.087762496180172,4.6252438134698775
